profile_id,rent_room_id,score,timestamp
B00077,A02383,1,2018-05-14 03:14:10
B00001,A02888,5,2018-05-14 03:15:41
B00069,A00024,5,2018-05-14 03:23:03
B00066,A01843,1,2018-05-14 03:25:05
B00036,A01195,5,2018-05-14 03:32:09
B00034,A02569,3,2018-05-14 03:46:50
B00018,A02459,4,2018-05-14 03:47:40
B00074,A02166,4,2018-05-14 03:58:41
B00017,A02663,2,2018-05-14 04:04:35
B00022,A03837,3,2018-05-14 04:05:33
B00051,A00805,2,2018-05-14 04:14:30
B00098,A03402,1,2018-05-14 04:15:10
B00085,A02147,1,2018-05-14 04:17:52
B00065,A03100,4,2018-05-14 04:31:29
B00091,A02224,5,2018-05-14 04:34:33
B00060,A01371,2,2018-05-14 05:03:48
B00082,A02423,1,2018-05-14 05:18:06
B00051,A01465,3,2018-05-14 05:28:41
B00090,A00048,5,2018-05-14 05:32:59
B00036,A00561,4,2018-05-14 05:50:43
B00023,A02963,4,2018-05-14 05:54:28
B00012,A02822,3,2018-05-14 05:59:10
B00043,A00826,1,2018-05-14 06:20:46
B00027,A00551,2,2018-05-14 06:35:07
B00093,A02049,4,2018-05-14 06:35:55
B00044,A03610,4,2018-05-14 06:36:07
B00031,A00078,5,2018-05-14 06:43:02
B00032,A01791,1,2018-05-14 06:56:55
B00067,A02090,1,2018-05-14 07:14:54
B00024,A00189,2,2018-05-14 07:18:21
B00067,A01432,3,2018-05-14 07:22:29
B00038,A01828,1,2018-05-14 07:27:47
B00090,A00733,2,2018-05-14 07:30:15
B00051,A02824,3,2018-05-14 07:52:38
B00011,A01822,5,2018-05-14 08:17:57
B00013,A03136,2,2018-05-14 08:26:25
B00088,A00265,3,2018-05-14 08:34:02
B00093,A00149,1,2018-05-14 08:43:08
B00072,A02984,2,2018-05-14 08:55:57
B00063,A00796,5,2018-05-14 08:59:01
B00041,A03655,4,2018-05-14 09:08:19
B00078,A00486,2,2018-05-14 09:20:41
B00024,A00520,3,2018-05-14 09:31:26
B00037,A01276,1,2018-05-14 09:33:45
B00064,A02804,2,2018-05-14 09:39:27
B00008,A00686,4,2018-05-14 09:39:58
B00024,A03268,1,2018-05-14 10:18:23
B00048,A01158,4,2018-05-14 10:29:12
B00062,A02728,4,2018-05-14 10:30:52
B00067,A02313,3,2018-05-14 11:04:36
B00058,A02902,1,2018-05-14 11:19:21
B00022,A00088,3,2018-05-14 11:27:14
B00050,A00437,2,2018-05-14 11:56:18
B00072,A02684,2,2018-05-14 11:59:55
B00054,A00846,4,2018-05-14 12:05:31
B00054,A00842,3,2018-05-14 12:17:18
B00060,A03715,3,2018-05-14 12:28:10
B00097,A01678,1,2018-05-14 12:37:14
B00016,A03466,2,2018-05-14 12:47:31
B00009,A01556,1,2018-05-14 12:50:42
B00044,A00773,4,2018-05-14 12:57:30
B00064,A02435,2,2018-05-14 13:20:37
B00028,A00665,3,2018-05-14 13:36:48
B00022,A00605,4,2018-05-14 13:45:04
B00014,A02937,1,2018-05-14 14:20:22
B00016,A02102,4,2018-05-14 14:28:06
B00055,A02696,3,2018-05-14 14:42:18
B00062,A01856,5,2018-05-14 14:45:51
B00017,A02188,2,2018-05-14 14:59:59
B00096,A03570,3,2018-05-14 15:19:03
B00026,A02097,4,2018-05-14 15:30:54
B00033,A03081,3,2018-05-14 15:37:30
B00023,A03434,2,2018-05-14 15:41:22
B00016,A02383,2,2018-05-14 15:44:56
B00081,A02779,2,2018-05-14 16:01:09
B00048,A00439,4,2018-05-14 16:02:28
B00099,A00789,5,2018-05-14 16:50:24
B00036,A01518,1,2018-05-14 17:10:11
B00036,A00293,3,2018-05-14 17:14:23
B00011,A03303,5,2018-05-14 17:39:52
B00053,A02873,5,2018-05-14 17:47:36
B00057,A00713,5,2018-05-14 17:47:50
B00064,A00732,2,2018-05-14 17:51:13
B00064,A02992,5,2018-05-14 17:59:26
B00063,A02209,1,2018-05-14 18:04:21
B00054,A03522,2,2018-05-14 18:08:46
B00098,A02375,4,2018-05-14 18:20:34
B00090,A03650,3,2018-05-14 18:20:50
B00052,A03529,5,2018-05-14 18:35:34
B00078,A00432,1,2018-05-14 18:47:08
B00017,A02440,5,2018-05-14 18:55:01
B00010,A00890,1,2018-05-14 19:05:33
B00074,A01707,1,2018-05-14 19:06:49
B00001,A01230,1,2018-05-14 19:26:50
B00021,A01574,4,2018-05-14 19:37:44
B00099,A00577,4,2018-05-14 19:46:42
B00088,A03538,1,2018-05-14 19:49:39
B00002,A02181,5,2018-05-14 19:49:57
B00055,A02181,2,2018-05-14 19:52:20
B00059,A03610,2,2018-05-14 20:11:20
B00043,A03322,5,2018-05-14 20:30:49
B00074,A02240,5,2018-05-14 20:37:14
B00019,A02932,3,2018-05-14 20:40:28
B00056,A00785,1,2018-05-14 20:50:36
B00081,A01580,1,2018-05-14 20:51:19
B00021,A02557,3,2018-05-14 20:58:41
B00023,A02073,5,2018-05-14 21:46:25
B00054,A02037,3,2018-05-14 21:47:43
B00026,A02383,4,2018-05-14 21:55:48
B00054,A00809,1,2018-05-14 22:05:28
B00074,A03538,3,2018-05-14 22:07:00
B00036,A01814,5,2018-05-14 22:26:25
B00044,A00312,2,2018-05-14 22:54:46
B00087,A02671,4,2018-05-14 23:00:59
B00001,A01199,5,2018-05-14 23:17:31
B00018,A00428,3,2018-05-14 23:27:44
B00072,A03742,2,2018-05-14 23:32:01
B00076,A01425,3,2018-05-14 23:45:22
B00053,A03207,2,2018-05-14 23:52:32
B00098,A03058,5,2018-05-14 23:54:09
B00100,A00645,1,2018-05-15 00:03:41
B00017,A01351,1,2018-05-15 00:06:15
B00067,A01984,4,2018-05-15 00:14:39
B00025,A03308,2,2018-05-15 00:20:15
B00016,A03638,4,2018-05-15 00:28:49
B00071,A00641,5,2018-05-15 00:33:17
B00025,A01960,1,2018-05-15 00:54:47
B00044,A00032,1,2018-05-15 01:03:31
B00098,A03463,2,2018-05-15 01:15:58
B00094,A01386,1,2018-05-15 01:40:46
B00009,A00191,1,2018-05-15 01:54:50
B00019,A02354,4,2018-05-15 02:09:53
B00051,A00778,2,2018-05-15 02:22:34
B00047,A03302,4,2018-05-15 02:26:39
B00071,A01091,2,2018-05-15 02:29:29
B00065,A03661,1,2018-05-15 02:30:20
B00006,A03359,4,2018-05-15 02:38:17
B00087,A03825,2,2018-05-15 02:52:49
B00018,A03352,2,2018-05-15 03:05:50
B00062,A01599,1,2018-05-15 03:13:57
B00067,A01628,3,2018-05-15 03:22:18
B00015,A02012,5,2018-05-15 03:25:24
B00028,A02208,5,2018-05-15 03:34:35
B00010,A03215,4,2018-05-15 03:37:37
B00003,A01705,3,2018-05-15 03:41:25
B00061,A01095,4,2018-05-15 03:52:28
B00046,A01850,2,2018-05-15 04:07:38
B00024,A03626,2,2018-05-15 04:32:05
B00044,A03841,1,2018-05-15 04:35:26
B00031,A01481,3,2018-05-15 04:44:06
B00039,A01287,5,2018-05-15 04:51:02
B00028,A01381,3,2018-05-15 04:57:56
B00032,A00416,5,2018-05-15 05:32:58
B00056,A03566,2,2018-05-15 05:33:22
B00011,A02236,1,2018-05-15 05:38:28
B00078,A02163,1,2018-05-15 05:47:08
B00037,A00986,1,2018-05-15 05:58:03
B00097,A00017,2,2018-05-15 05:59:16
B00094,A03822,1,2018-05-15 06:10:11
B00078,A03395,2,2018-05-15 06:10:34
B00067,A01901,1,2018-05-15 06:16:51
B00036,A02012,3,2018-05-15 06:37:30
B00083,A00581,2,2018-05-15 06:39:54
B00083,A00939,3,2018-05-15 06:46:48
B00038,A02623,2,2018-05-15 06:47:56
B00052,A02995,3,2018-05-15 06:52:59
B00019,A01445,1,2018-05-15 07:00:46
B00035,A03608,4,2018-05-15 07:14:50
B00012,A00577,3,2018-05-15 07:30:05
B00053,A02079,5,2018-05-15 07:38:31
B00069,A02931,2,2018-05-15 07:47:22
B00073,A02737,5,2018-05-15 08:05:30
B00029,A02304,1,2018-05-15 08:26:07
B00074,A00818,1,2018-05-15 08:27:24
B00094,A00420,3,2018-05-15 08:29:58
B00069,A01671,3,2018-05-15 08:34:46
B00087,A03179,1,2018-05-15 08:37:29
B00013,A00705,4,2018-05-15 08:39:56
B00027,A00107,2,2018-05-15 08:50:07
B00013,A01515,4,2018-05-15 08:59:29
B00001,A03020,2,2018-05-15 09:10:32
B00020,A01281,4,2018-05-15 09:22:58
B00080,A02576,2,2018-05-15 09:24:57
B00043,A00890,2,2018-05-15 09:40:42
B00096,A00050,4,2018-05-15 10:15:47
B00041,A02282,1,2018-05-15 10:19:37
B00012,A00779,4,2018-05-15 10:38:00
B00065,A00798,2,2018-05-15 11:30:51
B00086,A01907,1,2018-05-15 11:58:19
B00033,A02097,2,2018-05-15 12:12:50
B00001,A00687,2,2018-05-15 12:29:29
B00014,A01361,3,2018-05-15 12:31:07
B00052,A01921,1,2018-05-15 13:00:10
B00061,A00899,3,2018-05-15 13:00:57
B00077,A03182,1,2018-05-15 13:04:13
B00007,A03326,5,2018-05-15 13:29:04
B00010,A03522,1,2018-05-15 13:35:33
B00089,A01812,5,2018-05-15 13:56:39
B00068,A02932,5,2018-05-15 13:56:51
B00048,A02476,1,2018-05-15 14:11:15
B00041,A00489,3,2018-05-15 14:19:28
B00031,A01156,2,2018-05-15 14:28:02
B00076,A02725,4,2018-05-15 14:29:57
B00038,A02472,3,2018-05-15 14:31:30
B00026,A02055,1,2018-05-15 14:36:34
B00092,A00141,2,2018-05-15 14:45:44
B00036,A01374,3,2018-05-15 14:49:03
B00016,A01314,4,2018-05-15 15:23:46
B00060,A00354,2,2018-05-15 15:26:54
B00006,A01066,5,2018-05-15 15:39:44
B00063,A00734,4,2018-05-15 15:40:36
B00082,A03384,3,2018-05-15 15:40:58
B00057,A02155,5,2018-05-15 16:01:03
B00061,A02911,2,2018-05-15 16:03:33
B00024,A02225,3,2018-05-15 16:04:04
B00053,A01165,4,2018-05-15 16:04:31
B00073,A00496,3,2018-05-15 16:16:35
B00071,A00984,4,2018-05-15 16:26:52
B00099,A01798,4,2018-05-15 16:31:47
B00097,A00107,4,2018-05-15 16:36:31
B00055,A00598,4,2018-05-15 16:41:41
B00086,A00994,1,2018-05-15 16:41:52
B00056,A01822,4,2018-05-15 16:45:11
B00049,A00041,1,2018-05-15 16:47:42
B00077,A02739,2,2018-05-15 17:04:27
B00081,A03698,5,2018-05-15 17:05:26
B00048,A02746,1,2018-05-15 17:07:37
B00016,A01986,1,2018-05-15 17:08:09
B00100,A03578,1,2018-05-15 17:11:08
B00020,A02559,1,2018-05-15 17:13:01
B00065,A01069,4,2018-05-15 17:18:47
B00026,A00746,3,2018-05-15 17:22:31
B00091,A01952,5,2018-05-15 17:25:31
B00080,A01148,3,2018-05-15 17:31:07
B00077,A00817,5,2018-05-15 17:31:42
B00067,A02320,5,2018-05-15 17:34:32
B00007,A03378,2,2018-05-15 18:07:58
B00026,A03833,1,2018-05-15 18:26:07
B00085,A02617,5,2018-05-15 18:38:53
B00053,A01455,1,2018-05-15 18:46:42
B00038,A03511,5,2018-05-15 18:48:12
B00057,A01636,5,2018-05-15 18:52:42
B00041,A01381,1,2018-05-15 18:54:07
B00039,A03646,1,2018-05-15 19:09:09
B00036,A01514,5,2018-05-15 19:13:10
B00087,A00707,3,2018-05-15 19:27:41
B00050,A01165,2,2018-05-15 19:49:53
B00021,A03444,2,2018-05-15 20:45:41
B00020,A00701,4,2018-05-15 20:47:37
B00007,A01859,1,2018-05-15 20:50:11
B00086,A01233,5,2018-05-15 21:00:01
B00064,A01367,4,2018-05-15 21:05:42
B00059,A01346,4,2018-05-15 21:24:09
B00058,A03707,3,2018-05-15 22:23:14
B00021,A03077,4,2018-05-15 22:26:16
B00044,A01157,1,2018-05-15 22:38:22
B00073,A01127,1,2018-05-15 22:41:04
B00082,A03125,3,2018-05-15 22:50:59
B00048,A03051,3,2018-05-15 22:51:37
B00010,A01336,2,2018-05-15 22:55:12
B00075,A03438,1,2018-05-15 22:59:11
B00034,A02545,4,2018-05-15 23:02:36
B00080,A02862,1,2018-05-15 23:13:19
B00040,A01255,1,2018-05-15 23:27:08
B00058,A01815,3,2018-05-16 00:01:20
B00100,A00812,3,2018-05-16 00:13:22
B00079,A02753,3,2018-05-16 00:20:50
B00048,A01654,1,2018-05-16 00:39:31
B00080,A03174,3,2018-05-16 00:51:00
B00090,A03268,2,2018-05-16 00:55:55
B00029,A00108,1,2018-05-16 01:03:23
B00007,A00388,5,2018-05-16 01:22:33
B00006,A02522,4,2018-05-16 01:32:21
B00033,A03306,4,2018-05-16 01:40:20
B00040,A01375,3,2018-05-16 01:48:56
B00097,A03579,3,2018-05-16 02:07:52
B00007,A01129,2,2018-05-16 02:11:43
B00011,A01837,2,2018-05-16 02:30:17
B00023,A00813,4,2018-05-16 03:00:42
B00031,A00031,1,2018-05-16 03:02:31
B00045,A02790,5,2018-05-16 03:30:15
B00021,A02830,3,2018-05-16 03:55:13
B00099,A02655,2,2018-05-16 04:02:02
B00048,A03152,3,2018-05-16 04:05:33
B00074,A02072,4,2018-05-16 04:18:47
B00019,A03120,2,2018-05-16 04:26:10
B00084,A03247,4,2018-05-16 04:27:15
B00100,A02240,2,2018-05-16 04:34:06
B00017,A00163,2,2018-05-16 05:07:50
B00062,A02540,5,2018-05-16 05:14:48
B00087,A02238,2,2018-05-16 05:17:56
B00054,A03317,4,2018-05-16 05:25:43
B00070,A01627,1,2018-05-16 05:42:47
B00096,A01100,1,2018-05-16 05:57:10
B00065,A01097,2,2018-05-16 05:58:36
B00011,A01785,5,2018-05-16 06:03:20
B00030,A03669,5,2018-05-16 06:03:23
B00011,A02370,3,2018-05-16 06:04:06
B00080,A00695,1,2018-05-16 06:10:36
B00001,A02845,3,2018-05-16 06:16:16
B00025,A01727,1,2018-05-16 06:23:06
B00073,A00517,1,2018-05-16 06:23:24
B00026,A02028,2,2018-05-16 06:33:32
B00069,A01024,5,2018-05-16 06:49:42
B00094,A02894,4,2018-05-16 07:03:05
B00072,A02300,1,2018-05-16 07:13:31
B00005,A00276,3,2018-05-16 07:33:10
B00068,A01079,4,2018-05-16 07:34:52
B00041,A00851,3,2018-05-16 07:36:49
B00039,A01131,5,2018-05-16 07:48:10
B00100,A02971,2,2018-05-16 07:55:31
B00070,A02813,3,2018-05-16 08:03:10
B00007,A02959,1,2018-05-16 08:28:09
B00042,A00599,1,2018-05-16 08:34:24
B00036,A03462,4,2018-05-16 08:35:05
B00046,A00464,5,2018-05-16 08:37:00
B00065,A01038,1,2018-05-16 08:42:35
B00076,A03195,1,2018-05-16 08:49:36
B00060,A00857,4,2018-05-16 09:17:10
B00007,A03777,4,2018-05-16 09:25:38
B00041,A01324,4,2018-05-16 09:35:07
B00006,A00755,4,2018-05-16 09:40:26
B00002,A00027,4,2018-05-16 10:23:29
B00074,A01190,3,2018-05-16 10:30:52
B00064,A00655,4,2018-05-16 10:36:27
B00055,A01364,3,2018-05-16 11:06:41
B00100,A02968,2,2018-05-16 11:14:32
B00007,A01921,3,2018-05-16 11:19:56
B00049,A01261,5,2018-05-16 11:20:56
B00044,A03789,5,2018-05-16 11:41:57
B00002,A00546,4,2018-05-16 11:50:40
B00055,A02789,4,2018-05-16 11:51:00
B00040,A00102,4,2018-05-16 11:58:43
B00032,A02380,3,2018-05-16 12:18:46
B00068,A01091,4,2018-05-16 12:22:17
B00053,A03131,2,2018-05-16 12:33:09
B00053,A00788,4,2018-05-16 12:35:38
B00043,A00850,4,2018-05-16 12:46:17
B00051,A01422,1,2018-05-16 12:52:04
B00079,A00338,5,2018-05-16 12:55:31
B00066,A02688,5,2018-05-16 12:59:15
B00001,A00229,5,2018-05-16 13:02:56
B00025,A02477,1,2018-05-16 13:06:07
B00084,A01856,5,2018-05-16 13:13:49
B00049,A03342,3,2018-05-16 13:42:49
B00033,A00632,1,2018-05-16 13:47:39
B00073,A00734,2,2018-05-16 13:49:42
B00038,A00373,1,2018-05-16 14:06:20
B00091,A01511,4,2018-05-16 14:50:54
B00036,A01605,3,2018-05-16 15:23:14
B00074,A02772,1,2018-05-16 15:35:10
B00046,A02951,5,2018-05-16 15:36:30
B00013,A03333,2,2018-05-16 15:37:27
B00055,A01804,1,2018-05-16 15:43:14
B00060,A01149,4,2018-05-16 15:44:57
B00013,A03804,5,2018-05-16 15:59:17
B00020,A01295,4,2018-05-16 16:10:10
B00077,A00239,2,2018-05-16 16:21:46
B00047,A00113,4,2018-05-16 16:30:28
B00011,A03288,2,2018-05-16 16:53:26
B00069,A01799,3,2018-05-16 16:54:50
B00041,A00922,1,2018-05-16 17:31:12
B00044,A03312,3,2018-05-16 17:51:22
B00036,A01619,3,2018-05-16 17:57:07
B00081,A03602,4,2018-05-16 18:02:06
B00033,A00881,2,2018-05-16 18:09:19
B00093,A01015,2,2018-05-16 18:12:20
B00046,A00046,4,2018-05-16 18:25:18
B00098,A03825,3,2018-05-16 18:25:20
B00007,A03256,2,2018-05-16 18:34:50
B00095,A00739,5,2018-05-16 18:43:05
B00004,A01554,2,2018-05-16 18:43:23
B00095,A00174,3,2018-05-16 18:54:32
B00089,A01029,5,2018-05-16 18:55:20
B00086,A03191,5,2018-05-16 18:56:28
B00042,A00587,5,2018-05-16 19:09:02
B00081,A00145,3,2018-05-16 19:26:24
B00024,A01840,3,2018-05-16 19:29:41
B00082,A01954,4,2018-05-16 19:44:07
B00065,A02060,5,2018-05-16 19:44:18
B00040,A02818,3,2018-05-16 19:52:46
B00067,A03621,4,2018-05-16 19:54:17
B00083,A02337,5,2018-05-16 20:18:34
B00043,A00635,2,2018-05-16 20:36:05
B00051,A01311,2,2018-05-16 20:40:38
B00064,A03031,3,2018-05-16 20:47:07
B00033,A03046,3,2018-05-16 21:02:26
B00041,A03579,1,2018-05-16 21:02:31
B00100,A02056,2,2018-05-16 21:05:38
B00024,A03151,3,2018-05-16 21:13:34
B00070,A01012,2,2018-05-16 21:33:52
B00091,A02573,5,2018-05-16 21:59:12
B00093,A02798,1,2018-05-16 22:08:33
B00056,A00743,3,2018-05-16 22:09:17
B00097,A01302,5,2018-05-16 22:09:59
B00052,A02608,1,2018-05-16 22:23:08
B00080,A00217,1,2018-05-16 22:36:49
B00029,A02388,4,2018-05-16 22:36:58
B00028,A00867,5,2018-05-16 22:43:46
B00085,A02969,2,2018-05-16 22:44:06
B00090,A00773,1,2018-05-16 22:49:33
B00072,A03591,5,2018-05-16 23:00:00
B00093,A01053,3,2018-05-16 23:20:27
B00088,A00281,3,2018-05-16 23:26:52
B00076,A00733,3,2018-05-16 23:47:31
B00090,A01003,5,2018-05-17 00:00:56
B00030,A02097,5,2018-05-17 00:06:58
B00021,A02193,1,2018-05-17 00:28:18
B00085,A03774,3,2018-05-17 00:30:07
B00032,A03575,2,2018-05-17 01:05:33
B00017,A02361,2,2018-05-17 01:08:45
B00021,A01573,4,2018-05-17 01:11:28
B00089,A01141,2,2018-05-17 01:11:34
B00043,A02294,2,2018-05-17 01:27:16
B00005,A01545,5,2018-05-17 01:36:10
B00004,A03830,3,2018-05-17 01:40:46
B00011,A00830,5,2018-05-17 01:46:24
B00082,A01231,1,2018-05-17 01:55:07
B00071,A01838,2,2018-05-17 02:07:21
B00041,A01856,5,2018-05-17 02:18:34
B00025,A01297,3,2018-05-17 02:24:19
B00013,A02011,2,2018-05-17 02:46:42
B00074,A02029,2,2018-05-17 02:54:05
B00083,A02871,5,2018-05-17 03:04:23
B00018,A00744,4,2018-05-17 03:06:42
B00097,A03607,1,2018-05-17 03:11:04
B00060,A01869,4,2018-05-17 03:18:48
B00004,A02843,2,2018-05-17 03:28:34
B00024,A00446,5,2018-05-17 03:32:55
B00054,A02242,4,2018-05-17 03:51:56
B00039,A01304,5,2018-05-17 03:53:38
B00096,A03458,5,2018-05-17 04:13:47
B00018,A01840,5,2018-05-17 04:16:19
B00014,A01362,4,2018-05-17 04:26:37
B00082,A03569,2,2018-05-17 04:30:37
B00029,A02775,3,2018-05-17 04:44:26
B00008,A00143,1,2018-05-17 04:45:10
B00092,A03713,2,2018-05-17 04:45:48
B00020,A01568,1,2018-05-17 04:59:33
B00075,A02391,3,2018-05-17 05:01:42
B00010,A03083,5,2018-05-17 05:07:21
B00087,A02870,2,2018-05-17 05:11:46
B00044,A03725,2,2018-05-17 05:17:55
B00029,A00807,5,2018-05-17 05:26:19
B00078,A03794,5,2018-05-17 05:27:13
B00006,A00065,3,2018-05-17 05:46:07
B00010,A00162,3,2018-05-17 05:47:15
B00093,A00812,4,2018-05-17 06:02:56
B00090,A01768,3,2018-05-17 06:10:59
B00042,A02428,2,2018-05-17 06:15:02
B00005,A01625,4,2018-05-17 06:35:02
B00084,A01691,4,2018-05-17 06:42:56
B00073,A03834,5,2018-05-17 07:06:51
B00038,A02033,4,2018-05-17 07:21:01
B00016,A02775,5,2018-05-17 07:21:33
B00058,A03352,5,2018-05-17 07:30:20
B00061,A01166,2,2018-05-17 07:41:53
B00075,A02772,1,2018-05-17 07:47:25
B00025,A01977,5,2018-05-17 08:04:34
B00029,A03055,5,2018-05-17 08:06:11
B00054,A02090,5,2018-05-17 08:22:29
B00074,A03485,5,2018-05-17 08:38:39
B00089,A01435,2,2018-05-17 08:44:22
B00037,A03067,5,2018-05-17 08:57:09
B00094,A00068,3,2018-05-17 09:09:54
B00045,A02696,5,2018-05-17 09:12:02
B00091,A01096,4,2018-05-17 09:20:37
B00026,A00280,1,2018-05-17 09:31:32
B00017,A03385,1,2018-05-17 09:48:52
B00050,A03246,4,2018-05-17 09:50:45
B00089,A02795,5,2018-05-17 09:56:42
B00054,A03445,2,2018-05-17 09:58:27
B00054,A02748,3,2018-05-17 10:31:26
B00059,A00123,2,2018-05-17 11:14:55
B00017,A01540,2,2018-05-17 11:26:26
B00059,A02790,3,2018-05-17 11:27:01
B00010,A01040,2,2018-05-17 11:29:41
B00075,A01994,2,2018-05-17 11:29:53
B00019,A00645,2,2018-05-17 11:42:52
B00063,A02149,3,2018-05-17 11:43:59
B00083,A02842,4,2018-05-17 11:57:58
B00062,A02423,2,2018-05-17 12:11:58
B00082,A01386,2,2018-05-17 12:15:16
B00069,A02928,4,2018-05-17 12:16:24
B00094,A01313,1,2018-05-17 12:32:16
B00042,A01241,2,2018-05-17 12:37:32
B00062,A02260,1,2018-05-17 12:42:01
B00018,A03535,1,2018-05-17 12:47:51
B00035,A02080,5,2018-05-17 12:56:09
B00009,A00231,1,2018-05-17 12:57:53
B00002,A03608,1,2018-05-17 13:08:53
B00066,A02735,1,2018-05-17 13:10:16
B00025,A01580,5,2018-05-17 13:10:34
B00063,A02463,1,2018-05-17 13:29:02
B00017,A00011,2,2018-05-17 13:57:19
B00053,A01173,3,2018-05-17 14:47:59
B00045,A03698,1,2018-05-17 14:57:14
B00048,A03542,3,2018-05-17 14:58:26
B00046,A00184,5,2018-05-17 15:01:49
B00049,A01052,4,2018-05-17 15:15:35
B00008,A03112,3,2018-05-17 15:43:10
B00049,A03660,1,2018-05-17 15:49:36
B00046,A02582,2,2018-05-17 15:58:20
B00002,A01259,3,2018-05-17 16:23:06
B00072,A01090,5,2018-05-17 16:47:20
B00059,A03410,5,2018-05-17 16:51:43
B00005,A02445,1,2018-05-17 17:00:31
B00065,A03175,2,2018-05-17 17:02:55
B00077,A00791,3,2018-05-17 17:09:43
B00077,A02713,4,2018-05-17 17:12:08
B00047,A00147,4,2018-05-17 17:18:10
B00078,A01479,1,2018-05-17 17:20:44
B00010,A02397,3,2018-05-17 17:24:31
B00087,A03833,2,2018-05-17 17:30:58
B00020,A01379,5,2018-05-17 17:34:16
B00078,A01888,1,2018-05-17 17:42:11
B00043,A03636,5,2018-05-17 17:49:46
B00022,A00392,2,2018-05-17 17:53:49
B00020,A00516,2,2018-05-17 18:09:06
B00057,A03422,3,2018-05-17 18:20:06
B00026,A03617,4,2018-05-17 18:32:16
B00082,A01819,5,2018-05-17 18:40:39
B00087,A02506,2,2018-05-17 18:46:05
B00061,A03713,5,2018-05-17 19:11:55
B00061,A01728,3,2018-05-17 19:18:51
B00041,A02426,3,2018-05-17 19:35:33
B00020,A02719,3,2018-05-17 19:52:28
B00085,A02275,2,2018-05-17 19:56:11
B00054,A03058,3,2018-05-17 20:06:58
B00054,A01626,3,2018-05-17 20:07:31
B00100,A01996,4,2018-05-17 20:18:15
B00044,A01199,4,2018-05-17 20:38:04
B00059,A00455,1,2018-05-17 20:40:25
B00079,A03774,3,2018-05-17 21:00:43
B00095,A01920,1,2018-05-17 21:04:29
B00053,A01358,3,2018-05-17 21:34:51
B00080,A01614,3,2018-05-17 21:35:01
B00028,A01312,1,2018-05-17 21:36:27
B00009,A00468,1,2018-05-17 21:43:18
B00069,A03685,1,2018-05-17 21:56:24
B00013,A02266,2,2018-05-17 22:04:28
B00095,A03126,1,2018-05-17 22:07:23
B00049,A03139,1,2018-05-17 22:09:34
B00066,A00844,3,2018-05-17 22:10:44
B00077,A00964,5,2018-05-17 22:15:25
B00053,A03383,5,2018-05-17 22:26:54
B00009,A02198,1,2018-05-17 22:31:03
B00099,A03056,3,2018-05-17 22:33:22
B00001,A00158,4,2018-05-17 22:36:42
B00064,A02403,2,2018-05-17 22:38:57
B00076,A03036,2,2018-05-17 22:47:56
B00073,A03197,5,2018-05-17 22:58:19
B00011,A01555,2,2018-05-17 22:58:47
B00083,A00389,4,2018-05-17 23:01:37
B00070,A01087,3,2018-05-17 23:28:47
B00025,A03739,2,2018-05-17 23:50:14
B00076,A01102,5,2018-05-17 23:52:49
B00090,A03020,5,2018-05-17 23:58:30
B00004,A02499,3,2018-05-18 00:06:35
B00015,A01066,4,2018-05-18 00:34:06
B00067,A02190,1,2018-05-18 01:01:20
B00007,A01419,4,2018-05-18 01:02:29
B00038,A00223,4,2018-05-18 01:08:30
B00082,A00951,5,2018-05-18 01:17:52
B00034,A00631,4,2018-05-18 01:19:14
B00029,A00010,4,2018-05-18 01:25:02
B00048,A01492,4,2018-05-18 01:44:39
B00043,A02665,1,2018-05-18 01:55:22
B00005,A00470,1,2018-05-18 01:59:32
B00052,A03141,2,2018-05-18 02:14:35
B00066,A03125,3,2018-05-18 02:18:05
B00055,A03037,4,2018-05-18 02:19:08
B00017,A01063,3,2018-05-18 02:20:02
B00004,A00577,2,2018-05-18 02:39:54
B00030,A02214,3,2018-05-18 03:04:18
B00030,A00692,2,2018-05-18 03:29:28
B00029,A01942,1,2018-05-18 03:35:56
B00004,A02520,5,2018-05-18 03:36:24
B00061,A03339,5,2018-05-18 03:45:56
B00004,A03161,5,2018-05-18 03:51:27
B00033,A02904,3,2018-05-18 04:13:30
B00094,A02864,1,2018-05-18 04:52:10
B00034,A02355,3,2018-05-18 04:54:09
B00002,A02862,5,2018-05-18 05:09:03
B00063,A01894,2,2018-05-18 05:20:54
B00032,A02187,4,2018-05-18 05:36:26
B00005,A01481,5,2018-05-18 05:36:48
B00016,A01860,5,2018-05-18 05:46:45
B00080,A03450,4,2018-05-18 05:53:17
B00053,A02423,1,2018-05-18 05:57:40
B00055,A01926,5,2018-05-18 06:12:44
B00020,A00775,5,2018-05-18 06:18:49
B00081,A01216,1,2018-05-18 06:21:10
B00051,A00990,4,2018-05-18 06:33:54
B00033,A00204,2,2018-05-18 06:38:01
B00080,A02038,2,2018-05-18 07:19:23
B00052,A03601,2,2018-05-18 07:26:14
B00019,A03845,4,2018-05-18 08:07:45
B00094,A03395,2,2018-05-18 08:08:04
B00036,A00857,3,2018-05-18 08:11:46
B00074,A00477,3,2018-05-18 08:23:57
B00091,A03027,1,2018-05-18 08:51:13
B00095,A02810,3,2018-05-18 08:56:28
B00037,A00260,1,2018-05-18 09:37:23
B00028,A00305,3,2018-05-18 09:48:27
B00014,A01257,5,2018-05-18 09:49:31
B00086,A01400,4,2018-05-18 10:14:24
